company_id,company_name,industry,description,source,website,place_id
353,Art Center Gallery,"art_gallery, point_of_interest, establishment","3 W Cremona St, Seattle, WA 98119, USA",google_places,http://spu.edu/info/buildings/art-center/,ChIJDSxTAQgVkFQROFogfLPZbu0
354,Aria Studio Gallery,"art_gallery, painter, point_of_interest, establishment","535 Main St, Edmonds, WA 98020, USA",google_places,https://joanarchergallery.com/,ChIJp1G_8foakFQRZfoKFZ_vns8
355,A Gallery,"art_gallery, point_of_interest, establishment","117 South Main St #400, Seattle, WA 98104, USA",google_places,http://cargocollective.com/A-Gallery/INFORMATION,ChIJ01_dKaVqkFQRQUkEOdd44aI
357,Front Street Gallery,"art_gallery, point_of_interest, establishment","18881 Front St NE, Poulsbo, WA 98370, USA",google_places,https://www.frontstreetgallerypoulsbo.com/,ChIJX7JqEZ4jkFQRfs-oDE42aqo
358,SOIL Artist Run Gallery,"point_of_interest, establishment","112 3rd Ave S, Seattle, WA 98104, USA",google_places,http://soilart.org/,ChIJec4a_LpqkFQR8s8qE-f_5ms
359,"Artists' Edge, Inc.","store, point_of_interest, establishment","18723 WA-305, Poulsbo, WA 98370, USA",google_places,http://www.artistsedge.com/,ChIJyXSjx3QjkFQRWSOphQDSMjA
361,Gallery Frames,"store, point_of_interest, establishment","311 3rd Ave S, Seattle, WA 98104, USA",google_places,http://www.galleryframes.com/,ChIJTe-SCLBqkFQRSLK234icJpg
362,Art Stall Gallery,"art_gallery, point_of_interest, establishment","97 Pike Pl #2, Seattle, WA 98101, USA",google_places,http://artstallgallery.com/,ChIJ7e05-LJqkFQRlu_IMj1_U_c
364,North Seattle College Art Gallery,"university, point_of_interest, establishment","9600 College Way N, Seattle, WA 98103, USA",google_places,https://artgallery.northseattle.edu/,ChIJDdsjKQAVkFQRCHHIXdsC9uw
366,JG Art Gallery + Events,"art_gallery, point_of_interest, establishment","176 Winslow Way E, Bainbridge Island, WA 98110, USA",google_places,http://www.jgartgallery.com/,ChIJf4XApn0_kFQRpnY-Ib0zBi4
368,Safeway Bakery,"bakery, store, point_of_interest, food, establishment","19150 NE Woodinville Duvall Rd, Woodinville, WA 98077, USA",google_places,https://local.safeway.com/safeway/wa/woodinville/19150-ne-woodinville-duvall-rd.html,ChIJRbwuZ4wLkFQRsSdZM6yE90k
369,Origin Bakery,"bakery, restaurant, store, point_of_interest, food, establishment","14676 NE 95th St, Redmond, WA 98052, USA",google_places,https://www.theoriginbakery.com/,ChIJtQ2l4s8NkFQR7MYnd-jw3Lo
371,85°C Bakery Cafe - Lynnwood,"bakery, cafe, restaurant, store, point_of_interest, food, establishment","18700-A 33rd Ave W, Lynnwood, WA 98037, USA",google_places,http://www.85cbakerycafe.com/,ChIJlc-qMA0FkFQRYcizS78La5o
373,Specialty's Café & Bakery,"cafe, bakery, restaurant, store, point_of_interest, food, establishment","1400 5th Ave, Seattle, WA 98101, USA",google_places,https://www.specialtys.com/,ChIJtf-LZLRqkFQRaipr2Bu4xik
376,Larry & Kristi's Bakery,"bakery, cafe, store, point_of_interest, food, establishment","1100 Wheaton Wy, Bremerton, WA 98310, USA",google_places,http://www.larryandkristisbakery.com/,ChIJFT86vdU5kFQRtRutKR_a4_k
818,Gerk's Ski and Cycle,"bicycle_store, point_of_interest, store, establishment","1485 11th Ave NW, Issaquah, WA 98027, USA",google_places,http://gerksonline.com/,ChIJ2-2zewlvkFQRJghaf4AXsBg
387,Honey Bear Bakery,"bakery, cafe, point_of_interest, food, store, establishment","17171 Bothell Way NE, Lake Forest Park, WA 98155, USA",google_places,,
391,Kirkland Bakery,"bakery, cafe, restaurant, point_of_interest, food, store, establishment","219 Kirkland Ave #102, Kirkland, WA 98033, USA",google_places,,
404,Aria Food & Bakery,"bakery, restaurant, point_of_interest, food, store, establishment","12033 124th Ave NE, Kirkland, WA 98034, USA",google_places,,
418,Pet Town,"pet_store, point_of_interest, store, establishment","1948 SE Lund Ave #101, Port Orchard, WA 98366, USA",google_places,,
379,Rosellini’s Fine Cakes & Baked Goods,"bakery, store, point_of_interest, food, establishment","1413 NW 70th St, Seattle, WA 98117, USA",google_places,http://rosellinis.com/,ChIJsWtSFy0UkFQRY5yibdy4_gI
380,85°C Bakery Cafe-Tukwila,"bakery, cafe, restaurant, store, point_of_interest, food, establishment","1341 Southcenter Mall, Tukwila, WA 98188, USA",google_places,http://www.85cbakerycafe.com/,ChIJQdLQ9dRckFQRX4bJjEnWVJs
382,Belle Pastry French Bakery,"bakery, point_of_interest, food, store, establishment","10373 Main St, Bellevue, WA 98004, USA",google_places,http://www.bellepastry.com/,ChIJdRWD_n1skFQR9y7dJuLScms
383,Bakery Nouveau,"bakery, cafe, point_of_interest, food, store, establishment","4737 California Ave SW, Seattle, WA 98116, USA",google_places,http://bakerynouveau.com/,ChIJqT0Y3PtAkFQRD5Jy6uRQebI
384,Urban Bakery,"bakery, restaurant, point_of_interest, food, store, establishment","7850 East Green Lake Dr N, Seattle, WA 98103, USA",google_places,http://www.facebook.com/pages/The-Urban-Bakery/113779151986047,ChIJI_37MBEUkFQRTw90Fii68sM
386,Cakes of Paradise Bakery,"bakery, point_of_interest, food, store, establishment","6322 6th Ave S, Seattle, WA 98108, USA",google_places,http://www.cakesofparadise206.com/,ChIJv2gKZZRBkFQR5b6t5aapnpg
388,The French Bakery Crossroads Bellevue,"bakery, cafe, restaurant, point_of_interest, food, store, establishment","15600 NE 8th St K-4, Bellevue, WA 98008, USA",google_places,http://www.thefrenchbakery.com/,ChIJz_B3r7ptkFQROmxRGhrbfbk
390,Dahlia Bakery,"bakery, restaurant, point_of_interest, food, store, establishment","2001 4th Ave, Seattle, WA 98121, USA",google_places,https://www.dahliabakery.com/?utm_source=gbp&utm_medium=organic&utm_campaign=fm,ChIJG0jTnUwVkFQRawMulmeDYDw
392,Grain Artisan Bakery + Market,"bakery, point_of_interest, food, store, establishment","717 1st St, Snohomish, WA 98290, USA",google_places,http://www.grainartisanbakery.com/,ChIJ1RJGuhuvmlQR0lAdg48BPK8
394,Wild Wheat Bakery Cafe & Restaurant,"bakery, cafe, restaurant, point_of_interest, food, store, establishment","202 1st Ave S, Kent, WA 98032, USA",google_places,http://www.wildwheatbakery.com/,ChIJ0e8G21VZkFQRUpmpn-v0GSU
395,Mon Amie Bakery & Cafe,"bakery, cafe, restaurant, point_of_interest, food, store, establishment","914 164th St SE Suite B8, Mill Creek, WA 98012, USA",google_places,http://www.monamiebakery.com/,ChIJUYXldt4FkFQRSjASwGCxoBw
397,Katya's Bakery,"bakery, point_of_interest, food, store, establishment","12811 8th Ave W Unit E #102, Everett, WA 98204, USA",google_places,http://katyasbakery.com/,ChIJBaesLp8GkFQR1BxLXJUEDGk
398,Kiki Bakery,"bakery, point_of_interest, food, store, establishment","13200 Aurora Ave N Apt E, Seattle, WA 98133, USA",google_places,http://kikibakery.com/,ChIJfQ1kJTcRkFQRoPKKUXLOL-k
399,Hillcrest Bakery,"bakery, point_of_interest, food, store, establishment","10010 Main St, Bothell, WA 98011, USA",google_places,http://www.hillcrestbakery.com/,ChIJeWt_smsOkFQRPgcplKe2T6w
400,Columbia City Bakery,"bakery, point_of_interest, food, store, establishment","4865 Rainier Ave S, Seattle, WA 98118, USA",google_places,http://www.columbiacitybakery.com/,ChIJhavXMQxqkFQRfgBZnQV4eFk
402,Tasty Doux Bakery,"bakery, point_of_interest, food, store, establishment","10216 SE 256th St Ste 111, Kent, WA 98030, USA",google_places,http://www.tastydoux.com/,ChIJn8oui7ZekFQRKPq11art_Is
403,Three Girls Bakery,"bakery, point_of_interest, food, store, establishment","1514 Pike Pl, Seattle, WA 98101, USA",google_places,http://www.threegirlsbakery.com/,ChIJmbBY97JqkFQR5yrPXS_EquU
405,Regent Cakes & Bakery,"bakery, point_of_interest, food, store, establishment","12816 SE 38th St F, Bellevue, WA 98006, USA",google_places,https://www.regentcakesandbakery.com/,ChIJ3ZnwuKpukFQRi5Ucj7Gxuec
407,The French Guys Bakery,"bakery, cafe, restaurant, point_of_interest, food, store, establishment","810 E Roy St, Seattle, WA 98102, USA",google_places,https://www.thefrenchguys.com/,ChIJ1yWIeIoVkFQRrXqa6lucIXU
408,Fuji Bakery-ID/King St,"bakery, point_of_interest, food, store, establishment","526 S King St #2834, Seattle, WA 98104, USA",google_places,http://fujibakeryinc.com/,ChIJ2UIdj7xqkFQRf5OVSNKl2DQ
409,Touba Bakery,"bakery, point_of_interest, food, store, establishment","11114 Evergreen Wy Ste C, Everett, WA 98204, USA",google_places,https://www.toubabakery.com/,ChIJMY-T320HkFQRnOL4_uMnlCA
411,Macrina Bakery,"bakery, point_of_interest, food, store, establishment","615 W McGraw St, Seattle, WA 98119, USA",google_places,http://macrinabakery.com/,ChIJ7xWuI3MVkFQRz1Ty5zYa_HI
412,Fuji Bakery-Elliott/Interbay,"bakery, point_of_interest, food, store, establishment","1030 Elliott Ave W, Seattle, WA 98119, USA",google_places,http://www.fujibakeryinc.com/,ChIJpxPXFmYVkFQRuKwPGwj33Ek
414,Edmonds Bakery,"bakery, point_of_interest, food, store, establishment","418 Main St, Edmonds, WA 98020, USA",google_places,https://edmondsbakery.com/,ChIJtX8rUvoakFQRIXzRm8q4gUw
415,Mud Bay,"pet_store, point_of_interest, food, store, establishment","11467 Pacific Crest Pl STE C125, Silverdale, WA 98383, USA",google_places,https://www.mudbay.com/pet-store/SIL-silverdale-WA,ChIJsblTn-A7kFQRCpghrAgKoP8
417,Petco,"pet_store, point_of_interest, food, store, establishment","21700 Market Pl NW, Poulsbo, WA 98370, USA",google_places,https://stores.petco.com/wa/poulsbo/pet-supplies-poulsbo-wa-1242.html,ChIJY9N6nMMjkFQRu9e_N0u5bxY
419,Paws & Fins Pet Shop,"pet_store, point_of_interest, store, establishment","1050 Hildebrand Ln NE Suite 104 Suite 104, Bainbridge Island, WA 98110, USA",google_places,http://pawsfinspetshop.com/,ChIJld0GmbA-kFQRQGHVqlGp79M
420,Naturally 4 Paws,"point_of_interest, store, establishment","2779 NW Myhre Rd, Silverdale, WA 98383, USA",google_places,https://naturally4paws.com/,ChIJ4bXiApc6kFQRYdmk9-3c91E
422,Willow Treats,"pet_store, point_of_interest, store, establishment","1700 SE Mile Hill Dr Suite 121, Port Orchard, WA 98366, USA",google_places,https://www.willowtreats.store/,ChIJ_1rtaOQ3kFQRKmXkcYtAAk4
423,Gastro Pup,"pet_store, point_of_interest, store, establishment","321 Pacific Ave, Bremerton, WA 98337, USA",google_places,https://www.gastropup.net/,ChIJlxz7QNs3kFQR4gIBTfNz_bQ
425,Superior Pet Foods,"point_of_interest, store, establishment","19494 7th Ave NE suite c, Poulsbo, WA 98370, USA",google_places,,
1144,Seattle Jewish Chapel Funerals,"cemetery, funeral_home, point_of_interest, establishment","5145 S Morgan St, Seattle, WA 98118, USA",google_places,,ChIJ0c0hIvlpkFQRQo-opHfwRqU
434,360 Real Estate Group,"real_estate_agency, point_of_interest, establishment","3594 NW Byron St #105, Silverdale, WA 98383, USA",google_places,,
442,The Wurden Team: Buy & Sell Kitsap County Real Estate,"real_estate_agency, point_of_interest, establishment","18570 WA-305, Poulsbo, WA 98370, USA",google_places,,
424,Country Pet Shoppe,"pet_store, point_of_interest, store, establishment","11132 NE 2nd St, Kingston, WA 98346, USA",google_places,http://countrypetshoppe.com/,ChIJkQwyqRUZkFQRwpHMf9K78Ss
426,The NW Dog,"point_of_interest, store, establishment","18954 Front St NE Suite 102, Poulsbo, WA 98370, USA",google_places,http://www.thenwdog.com/,ChIJF6NNKLkjkFQRsYH_TIKUL0Y
428,Just Food For Dogs,"pet_store, point_of_interest, store, establishment","Inside Petco, 21700 Market Pl NW, Poulsbo, WA 98370, USA",google_places,https://stores.petco.com/wa/poulsbo/pet-supplies-poulsbo-wa-1242.html,ChIJY9N6nMMjkFQRu9e_N0u5bxY
430,TagWorks,"point_of_interest, store, establishment","PetSmart, 9588 Ridgetop Blvd NW, Silverdale, WA 98383, USA",google_places,https://www.petsmart.com/stores/us/wa/silverdale-store0373.html?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,ChIJR5SY2us6kFQRR7XqQKiFBJk
432,Martin Real Estate Group,"real_estate_agency, point_of_interest, establishment","1140 Bethel Ave ste 201, Port Orchard, WA 98366, USA",google_places,http://www.martinrealestategroup.com/,ChIJq6q6GM43kFQRztDRjr8Rgt0
433,Rachel Harris - Keller Williams Greater 360,"real_estate_agency, point_of_interest, establishment","19470 Viking Ave NW Suite 201, Poulsbo, WA 98370, USA",google_places,https://www.nwbuyandsell.com/,ChIJNwDctkM7kFQRMSb5aLBsipI
435,Welcome Home Kitsap Team,"real_estate_agency, point_of_interest, establishment","9226 Bay Shore Dr NW #140, Silverdale, WA 98383, USA",google_places,http://welcomehomekitsap.com/,ChIJjcbwdIc7kFQRpKqAeBu0Tpk
437,"Tudela Team | Erica & Derrick Tudela, REALTORS","real_estate_agency, point_of_interest, establishment","2535 Mitchell Rd SE, Port Orchard, WA 98366, USA",google_places,https://www.sellingkitsap.com/,ChIJBbGziC5TkFQRqkhPUxXw-5Y
438,Kelsey & Jorge Real Estate Team - Keller Williams Greater 360,"real_estate_agency, point_of_interest, establishment","19470 Viking Ave NW Suite 201, Poulsbo, WA 98370, USA",google_places,https://www.kelseyandjorge.com/,ChIJj6jWscMjkFQRzkqBM80YSxE
439,Manette Real Estate Co.,"real_estate_agency, point_of_interest, establishment","1104 Pitt Ave, Bremerton, WA 98310, USA",google_places,https://www.manetterealestate.com/,ChIJl6i99xQ5kFQRqZjW7K-74Zk
441,Menees Realty Group,"real_estate_agency, point_of_interest, establishment","6236 Point Glover Ln E, Port Orchard, WA 98366, USA",google_places,http://meneesrealtygroup.com/,ChIJr5CLs-M3kFQR9hom69i7mPo
443,Moretty Group - Realtors - Keller Williams Greater 360,"point_of_interest, establishment","19470 Viking Ave NW Suite 201, Poulsbo, WA 98370, USA",google_places,https://jennifermoretty.kw.com/,ChIJHz7otcEjkFQRrSqmm_ztyUI
445,agencyone Real Estate,"real_estate_agency, point_of_interest, establishment","13500 NE Bel Red Rd #4, Bellevue, WA 98005, USA",google_places,http://www.agencyone.com/,ChIJLzb8YVhskFQRBdOzEAlxQA0
446,South Kitsap Properties,"real_estate_agency, point_of_interest, establishment","2427 Bethel Rd SE, Port Orchard, WA 98366, USA",google_places,https://linktr.ee/southkitsapproperties,ChIJl2ZhzCpIkFQRMJzr2DJkOrE
447,Keller Williams Greater 360,"real_estate_agency, point_of_interest, establishment","19470 Viking Ave NW Suite 201, Poulsbo, WA 98370, USA",google_places,http://www.kwgreater360.com/,ChIJ3zfPM_UjkFQR_Fb1DFWURzQ
449,Strategy Real Estate Group at Fathom,"real_estate_agency, point_of_interest, establishment","2916 NW Bucklin Hill Rd #353, Silverdale, WA 98383, USA",google_places,http://www.strategyrealestate.net/,ChIJY38G3JY6kFQRYE8E661SnNw
450,Michelle Cook Kitsap Real Estate Broker REALTOR,"real_estate_agency, point_of_interest, establishment","26569 Lindvog Rd NE, Kingston, WA 98346, USA",google_places,http://michellecookhomes.com/,ChIJBWxBVnAZkFQREYPqmJdrSrY
451,The Agency Seattle,"real_estate_agency, point_of_interest, establishment","123 Lake St S Suite 123B, Kirkland, WA 98033, USA",google_places,https://theagencyseattle.com/?utm_source=gbp&utm_medium=organic,ChIJhdZXuWITkFQRCM4m3YwzCms
453,"Maria Byrd, REALTOR","real_estate_agency, point_of_interest, establishment","2535 Mitchell Rd SE, Port Orchard, WA 98366, USA",google_places,https://mariabyrd.paramountre.team/index.php,ChIJJYdu9xo3kFQRqtXyA8qhlm8
455,Seattle Real Estate Media,"point_of_interest, establishment","23610 138th Ave SE, Kent, WA 98042, USA",google_places,https://www.seattlerealestatemedia.com/,ChIJ8fBasHtnkFQR33zlkgUIFIY
456,Lauren Keehn Real Estate Broker,"real_estate_agency, point_of_interest, establishment","2535 Mitchell Rd SE, Port Orchard, WA 98366, USA",google_places,https://laurenkeehn.paramountre.team/,ChIJYVAkC_Q3kFQRo2gQLVDY0Wc
457,Ron and Don - Real Estate Brokers with Kelly Right Real Estate,"real_estate_agency, point_of_interest, establishment","117 E Louisa St, Seattle, WA 98102, USA",google_places,https://ronanddon.com/,ChIJZ4gWVPIVkFQR1mqw3Sh1frg
460,John L. Scott Real Estate | North Kitsap,"real_estate_agency, point_of_interest, establishment","19723 10th Ave NE Suite 200, Poulsbo, WA 98370, USA",google_places,https://northkitsapoffice.johnlscott.com/,ChIJZfeKAaQjkFQRH0ZhOJTxu-8
461,Evolution Real Estate Company,"real_estate_agency, point_of_interest, establishment","509 4th St #37, Bremerton, WA 98337, USA",google_places,https://www.evolutionrealestate.co/,ChIJVxDt8f03kFQR04tbDiGdzrg
462,Seattle Real Estate (Compass Real Estate Agency) - Jenny Goh,"real_estate_agency, finance, point_of_interest, establishment","700 110th Ave NE, Bellevue, WA 98004, USA",google_places,http://jennygoh.com/,ChIJ7YcRQQtvkFQR-aADqBSwHYs
463,"Jennifer DiIorio, Real Estate Broker","real_estate_agency, point_of_interest, establishment","18961 Front St NE Suite 101, Poulsbo, WA 98370, USA",google_places,http://jdiiorio.remax.com/,ChIJ73u0Xw4ZkFQRp5h7t9rQU5w
465,John L. Scott Real Estate - Silverdale,"real_estate_agency, point_of_interest, establishment","9564 Silverdale Way NW #100, Silverdale, WA 98383, USA",google_places,http://www.silverdaleoffice.johnlscott.com/,ChIJUerQYpY6kFQRZiOWrt6clNo
466,Reid Real Estate,"real_estate_agency, point_of_interest, establishment","9564 Silverdale Way NW #100, Silverdale, WA 98383, USA",google_places,http://www.reidpm.com/,ChIJA8ELYpY6kFQRj1ePR9Vq0ig
467,RE/MAX Platinum Services,"real_estate_agency, point_of_interest, establishment","9224 Ridgetop Blvd NW #100th, Silverdale, WA 98383, USA",google_places,https://www.platinumservicesinc.com/,ChIJYY80MpU6kFQRyE4Yh-24kqA
820,Wright Brothers Cycle Works,"bicycle_store, point_of_interest, store, establishment","219 N 36th St, Seattle, WA 98103, USA",google_places,http://wrightbrotherscycleworks.com/,ChIJd46QsakVkFQRqA5Mys-fawo
473,Advanced Accounting,"accounting, finance, point_of_interest, establishment","5818 Rainier Ave S, Seattle, WA 98118, USA",google_places,,
480,Snohomish & Monroe Accounting and Tax Service,"accounting, finance, point_of_interest, establishment","1115 13th St Suite A, Snohomish, WA 98290, USA",google_places,,
506,Chou Accounting,"accounting, finance, point_of_interest, establishment","14040 NE 8th St #313, Bellevue, WA 98007, USA",google_places,,
508,Pamela Jacobs Accounting Services,"accounting, finance, point_of_interest, establishment","2551 NE 205th St, Shoreline, WA 98155, USA",google_places,,
469,Real Estate. Real Service.,"real_estate_agency, point_of_interest, establishment","1313 E Pine St, Seattle, WA 98122, USA",google_places,https://www.fos-re.com/contact,ChIJhxuU8s1qkFQRc4Sv9bDa8lk
471,Prospect Tax & Accounting Services,"accounting, finance, point_of_interest, establishment","8139 231St Pl NE, Redmond, WA 98053, USA",google_places,http://www.prospecttaxes.com/,ChIJx6FlUdxzkFQRKgYFRMOkTjk
472,Trail CPA - Tax & Accounting Kirkland,"accounting, finance, point_of_interest, establishment","105 Central Way #200, Kirkland, WA 98033, USA",google_places,https://www.trailcpa.com/,ChIJE-Wp3TATkFQRsxb3mZn4IPk
474,North Star Tax & Accounting,"accounting, local_government_office, finance, point_of_interest, establishment","2120 Bickford Ave, Snohomish, WA 98290, USA",google_places,http://northstartaxes.com/,ChIJPfbTtdgFkFQR3-ASUZUMMt8
475,Four Cedars Accounting Group LLC,"accounting, finance, point_of_interest, establishment","450 Alaskan Way S #100, Seattle, WA 98104, USA",google_places,http://www.fourcedarsgroup.com/,ChIJXb4plj4VkFQRBpS1Pl1Of48
477,Butzerin Tax & Accounting,"accounting, finance, point_of_interest, establishment","4831 California Ave SW, Seattle, WA 98116, USA",google_places,https://www.butzerintax.com/,ChIJ2e008_xAkFQRQvMSo9wpqVc
478,Better Business Tax & Accounting Corp.,"accounting, finance, point_of_interest, establishment","241 S 4th Pl b, Renton, WA 98057, USA",google_places,http://bbtaxaccounting.com/,ChIJI20jCaFdkFQRZ863L95XDgI
479,Allied Accounting,"accounting, finance, point_of_interest, establishment","1400 Talbot Rd S, Renton, WA 98055, USA",google_places,https://www.alliedaccountingofwa.com/,ChIJ5X5VeDLPPyER1dkfukZB1X8
482,Capital Tax Service of Kent,"lawyer, accounting, finance, point_of_interest, establishment","18000 72nd Ave S #192, Kent, WA 98032, USA",google_places,https://capitaltaxservice.net/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,ChIJbZf3CO5ekFQRPw0dM42Rs50
484,TL;DR: Accounting,"accounting, finance, point_of_interest, establishment","508 Yale Ave N, Seattle, WA 98109, USA",google_places,http://www.tldraccounting.com/,ChIJdQVp-jAVkFQRnZRS-Oq10D0
485,Teddy Accounting and Tax Services,"accounting, finance, point_of_interest, establishment","540 NE Northgate Way Suite E1 & E2, Seattle, WA 98125, USA",google_places,http://www.teddycpa.com/,ChIJM9obLlwRkFQRtriGfZjZ8no
486,Mercedes Accounting & Associates,"accounting, finance, point_of_interest, establishment","12727 Northup Way #7, Bellevue, WA 98005, USA",google_places,http://www.mercedesaccounting.com/,ChIJ0yx_NF9skFQRpAdy32NeuLQ
488,Nelson CPA,"accounting, finance, point_of_interest, establishment","18300 Redmond Way Suite 100, Redmond, WA 98052, USA",google_places,https://nelson.cpa/,ChIJ81c6ElMNkFQRHzbAWrHqftM
489,Chapman Tax and Accounting,"accounting, finance, point_of_interest, establishment","14512 NE 173rd St, Woodinville, WA 98072, USA",google_places,https://chapmanea.com/,ChIJuUjUnSUMkFQRVAfpf-LieRE
490,"Jain Accounting (Formerly RainCity CPA, PLLC)","accounting, finance, point_of_interest, establishment","4300 University Wy NE #B, Seattle, WA 98105, USA",google_places,https://jainaccounting.com/,ChIJjXBo1KoVkFQRiKPAdCyuMSg
492,Empowered Accounting Inc,"accounting, finance, point_of_interest, establishment","9416 Delridge Wy SW, Seattle, WA 98106, USA",google_places,http://empoweredaccounting.net/,ChIJX3bhy5hDkFQRqzxCnPpHmVg
493,A+ Tax & Accounting,"accounting, finance, point_of_interest, establishment","913 S Jackson St Ste E, Seattle, WA 98104, USA",google_places,http://www.aplustbs.com/,ChIJEf00NiprkFQRsL0oSlUGues
494,"Clare Accounting Group, LLC","accounting, finance, point_of_interest, establishment","7981 168th Ave NE Suite 222, Redmond, WA 98052, USA",google_places,http://www.clareaccountinggroup.com/,ChIJD1Ul3cdzkFQRv5NClmrYCo4
496,Diwan Accounting LLC,"accounting, finance, point_of_interest, establishment","2205 152nd Ave NE, Redmond, WA 98052, USA",google_places,https://www.diwanaccounting.com/,ChIJV-k9loltkFQRfzXTFfG1agQ
497,Accounting & Tax Pro Inc,"accounting, finance, point_of_interest, establishment","The Forum building, 12505 NE Bel Red Rd, Bellevue, WA 98005, USA",google_places,https://www.taxprofessionalsnw.com/,ChIJhQDXd1hskFQRpLqdOykc_9g
498,"Thanh Dat Tax & Accounting, LLC","accounting, finance, point_of_interest, establishment","2520 Beacon Ave S, Seattle, WA 98144, USA",google_places,https://thanhdattax.com/,ChIJD5YLyItrkFQRWPfcJUpq_Qg
500,1 Stop Accounting LLC,"accounting, finance, point_of_interest, establishment","Snohomish, WA 98296, USA",google_places,http://1stopacctg.com/,ChIJzQM3TmYJkFQRRuz2k0tgjTk
501,Courtesy Accounting,"accounting, finance, point_of_interest, establishment","4411 California Ave SW, Seattle, WA 98116, USA",google_places,http://www.courtesyaccounting.com/,ChIJUcShgvdAkFQRhUp1ZH9pXSg
502,TheASPTeam,"accounting, finance, point_of_interest, establishment","3150 Richards Rd Suite #150, Bellevue, WA 98005, USA",google_places,https://www.theaspteam.com/,ChIJQZgbrmBskFQR3DZxB2DQJ3c
504,Wilson Tax And Accounting,"accounting, finance, point_of_interest, establishment","9057 Greenwood Ave N c206, Seattle, WA 98103, USA",google_places,https://www.wilsontaxexperts.com/,ChIJ76b9XKAWkFQRShvg0TFqjyw
505,Youngs Accounting,"accounting, finance, point_of_interest, establishment","3010 77th Ave SE #209, Mercer Island, WA 98040, USA",google_places,http://www.youngsaccounting.com/,ChIJZ6s25blrkFQRdyBEkD1o4Cg
509,"Optimize Tax LLC - CPA Services, Accounting, Bookkeeping, Payroll, & Tax Preparation","accounting, finance, point_of_interest, establishment","21177 SE 6th Pl, Sammamish, WA 98074, USA",google_places,https://optimizetax.io/,ChIJl7CCe_9vkFQRqZpJT9TOSbI
510,Hua Tax & Accounting Services,"accounting, finance, point_of_interest, establishment","339 Burnett Ave S b, Renton, WA 98057, USA",google_places,http://www.huatax.com/,ChIJI20jCaFdkFQR3yDk2DLcjcI
511,Ellis Accounting,"accounting, finance, point_of_interest, establishment","9501 WA-302, Gig Harbor, WA 98329, USA",google_places,http://ellis-accounting.com/,ChIJ5VuYwsRMkFQRd04POSSmPjQ
515,Jenderuss Forensic Accounting,"accounting, finance, point_of_interest, establishment","19031 33rd Ave W #207, Lynnwood, WA 98036, USA",google_places,,
822,REI Bike Shop,"bicycle_store, point_of_interest, store, establishment","222 Yale Ave N, Seattle, WA 98109, USA",google_places,https://www.rei.com/stores/seattle?y_source=1_MTQ1MzQxNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,ChIJa_52_zMVkFQRIsX5KSvv41k
826,Alki Bike & Board,"bicycle_store, point_of_interest, store, establishment","2606 California Ave SW, Seattle, WA 98116, USA",google_places,http://www.alkibikeandboard.com/,ChIJg9q352VAkFQRleXDEz3yqj8
830,Cascade Bicycle Studio,"bicycle_store, point_of_interest, store, establishment","180 N Canal St, Seattle, WA 98103, USA",google_places,http://www.cascadebicyclestudio.com/,ChIJY0gQVagVkFQRW79dviQHoOY
1145,Marshland Cemetery,"cemetery, point_of_interest, establishment","5720 124th St SE, Snohomish, WA 98296, USA",google_places,,ChIJcXpnsqYHkFQRANCK47wtKOM
532,Custom Bookkeeping & Accounting Solutions,"accounting, finance, point_of_interest, establishment","5720 144th St NW Suite 119, Gig Harbor, WA 98332, USA",google_places,,
539,King County International Airport Airpark Hangars,"airport, point_of_interest, establishment","9214 E Marginal Wy S, Tukwila, WA 98108, USA",google_places,,
542,Port Orchard Airport,"airport, point_of_interest, establishment","Sidney Rd SW, Port Orchard, WA 98367, USA",google_places,,
551,First Air Field,"airport, point_of_interest, establishment","13812 179th Ave SE, Monroe, WA 98272, USA",google_places,,
555,Airport Road NB Station,"bus_station, transit_station, point_of_interest, establishment","Washington 98204, USA",google_places,,
556,UVP Seattle Airport,"parking, point_of_interest, establishment","3211 S 154th St, SeaTac, WA 98188, USA",google_places,,
513,Millward Accounting & Bookkeeping LLC,"accounting, finance, point_of_interest, establishment","5608 17th Ave NW Ste 1285, Seattle, WA 98107, USA",google_places,http://www.millwardaccounting.com/,ChIJWbJXlv8VkFQRwul2lJNkL_w
514,J D & Associates Inc,"accounting, finance, point_of_interest, establishment","3331 Kitsap Way Suite A, Bremerton, WA 98312, USA",google_places,http://jdtaxandaccounting.com/,ChIJj4lCmOU2kFQRl3A5CjP-4UM
516,LTP Tax - Accounting & Tax services,"accounting, finance, point_of_interest, establishment","304 Main Ave S UNIT 104, Renton, WA 98057, USA",google_places,https://ltptax.com/,ChIJ2U5ZK6tCkFQRzYE3GPTUk6E
518,Somers Accounting,"accounting, finance, point_of_interest, establishment","3099 610 Main St suite c, Edmonds, WA 98020, USA",google_places,http://www.somersaccounting.com/,ChIJZ-4fvvoakFQRfHanwpfVaJM
519,Haight Accounting Firm,"accounting, finance, point_of_interest, establishment","1924 Bickford Ave Suite 203, Snohomish, WA 98290, USA",google_places,https://haightaccounting.com/,ChIJqRBo3vEOkFQRu744oDxLXvU
